Number of cores: 152
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 2.412004
Train Epoch: 0 	 Training Loss: 8.399812
Train Epoch: 0 	 Validation Loss: 8.495333
Train Epoch: 0 	 Validation Loss: 2.295424
Train Epoch: 10 	 Training Loss: 2.250756
Train Epoch: 10 	 Training Loss: 5.206216
Train Epoch: 10 	 Validation Loss: 5.322472
Train Epoch: 10 	 Validation Loss: 2.179998
Train Epoch: 20 	 Training Loss: 3.899921
Train Epoch: 20 	 Validation Loss: 4.004412
Train Epoch: 20 	 Training Loss: 2.212405
Train Epoch: 20 	 Validation Loss: 2.153530
Train Epoch: 30 	 Training Loss: 2.194849
Train Epoch: 30 	 Validation Loss: 2.139738
Train Epoch: 30 	 Training Loss: 3.224107
Train Epoch: 30 	 Validation Loss: 3.318271
Train Epoch: 40 	 Training Loss: 2.832221
Train Epoch: 40 	 Validation Loss: 2.918046
Train Epoch: 40 	 Training Loss: 2.184088
Train Epoch: 40 	 Validation Loss: 2.130417
Train Epoch: 50 	 Training Loss: 2.590667
Train Epoch: 50 	 Validation Loss: 2.669476
Train Epoch: 50 	 Training Loss: 2.176750
Train Epoch: 50 	 Validation Loss: 2.123760
Train Epoch: 60 	 Training Loss: 2.436461
Train Epoch: 60 	 Validation Loss: 2.509289
Train Epoch: 60 	 Training Loss: 2.171458
Train Epoch: 60 	 Validation Loss: 2.118885
Train Epoch: 70 	 Training Loss: 2.336076
Train Epoch: 70 	 Validation Loss: 2.403824
Train Epoch: 70 	 Training Loss: 2.167507
Train Epoch: 70 	 Validation Loss: 2.115243
Train Epoch: 80 	 Training Loss: 2.164458
Train Epoch: 80 	 Training Loss: 2.270159
Train Epoch: 80 	 Validation Loss: 2.333643
Train Epoch: 80 	 Validation Loss: 2.112436
Train Epoch: 90 	 Training Loss: 2.226867
Train Epoch: 90 	 Validation Loss: 2.286823
Train Epoch: 90 	 Training Loss: 2.162021
Train Epoch: 90 	 Validation Loss: 2.110168
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 5.791181
Train Epoch: 0 	 Validation Loss: 5.810493
Train Epoch: 0 	 Training Loss: 2.294754
Train Epoch: 0 	 Validation Loss: 2.229493
Train Epoch: 10 	 Training Loss: 3.728854
Train Epoch: 10 	 Validation Loss: 3.707724
Train Epoch: 10 	 Training Loss: 2.161957
Train Epoch: 10 	 Validation Loss: 2.112991
Train Epoch: 20 	 Training Loss: 2.948429
Train Epoch: 20 	 Validation Loss: 2.910109
Train Epoch: 20 	 Training Loss: 2.123022
Train Epoch: 20 	 Validation Loss: 2.075197
Train Epoch: 30 	 Training Loss: 2.569191
Train Epoch: 30 	 Validation Loss: 2.527508
Train Epoch: 30 	 Training Loss: 2.101349
Train Epoch: 30 	 Validation Loss: 2.055592
Train Epoch: 40 	 Training Loss: 2.362240
Train Epoch: 40 	 Validation Loss: 2.321923
Train Epoch: 40 	 Training Loss: 2.087818
Train Epoch: 40 	 Validation Loss: 2.045547
Train Epoch: 50 	 Training Loss: 2.242906
Train Epoch: 50 	 Validation Loss: 2.205104
Train Epoch: 50 	 Training Loss: 2.079008
Train Epoch: 50 	 Validation Loss: 2.040456
Train Epoch: 60 	 Training Loss: 2.172322
Train Epoch: 60 	 Validation Loss: 2.136967
Train Epoch: 60 	 Training Loss: 2.073173
Train Epoch: 60 	 Validation Loss: 2.038002
Train Epoch: 70 	 Training Loss: 2.130230
Train Epoch: 70 	 Validation Loss: 2.096888
Train Epoch: 70 	 Training Loss: 2.069167
Train Epoch: 70 	 Validation Loss: 2.036882
Train Epoch: 80 	 Training Loss: 2.105202
Train Epoch: 80 	 Validation Loss: 2.073368
Train Epoch: 80 	 Training Loss: 2.066256
Train Epoch: 80 	 Validation Loss: 2.036362
Train Epoch: 90 	 Training Loss: 2.090451
Train Epoch: 90 	 Validation Loss: 2.059646
Train Epoch: 90 	 Training Loss: 2.063999
Train Epoch: 90 	 Validation Loss: 2.036065
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 2.245145
Train Epoch: 0 	 Validation Loss: 2.353395
Train Epoch: 0 	 Training Loss: 5.408811
Train Epoch: 0 	 Validation Loss: 6.852308
Train Epoch: 10 	 Training Loss: 2.151919
Train Epoch: 10 	 Validation Loss: 2.222756
Train Epoch: 10 	 Training Loss: 3.592339
Train Epoch: 10 	 Validation Loss: 4.535792
Train Epoch: 20 	 Training Loss: 2.123223
Train Epoch: 20 	 Validation Loss: 2.185461
Train Epoch: 20 	 Training Loss: 2.864481
Train Epoch: 20 	 Validation Loss: 3.549334
Train Epoch: 30 	 Training Loss: 2.103689
Train Epoch: 30 	 Validation Loss: 2.165399
Train Epoch: 30 	 Training Loss: 2.504951
Train Epoch: 30 	 Validation Loss: 3.036959
Train Epoch: 40 	 Training Loss: 2.089350
