Number of cores: 152
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.399734
Train Epoch: 0 	 Validation Loss: 3.168496
Train Epoch: 0 	 Training Loss: 3.046414
Train Epoch: 0 	 Validation Loss: 3.009420
Train Epoch: 10 	 Training Loss: 2.599875
Train Epoch: 10 	 Validation Loss: 2.591745
Train Epoch: 10 	 Training Loss: 2.578652
Train Epoch: 10 	 Validation Loss: 2.444571
Train Epoch: 20 	 Training Loss: 2.457673
Train Epoch: 20 	 Validation Loss: 2.454989
Train Epoch: 20 	 Training Loss: 2.317830
Train Epoch: 20 	 Validation Loss: 2.218388
Train Epoch: 30 	 Training Loss: 2.372591
Train Epoch: 30 	 Validation Loss: 2.370745
Train Epoch: 30 	 Training Loss: 2.218135
Train Epoch: 30 	 Validation Loss: 2.133341
Train Epoch: 40 	 Training Loss: 2.295589
Train Epoch: 40 	 Validation Loss: 2.294090
Train Epoch: 40 	 Training Loss: 2.174674
Train Epoch: 40 	 Validation Loss: 2.096208
Train Epoch: 50 	 Training Loss: 2.225331
Train Epoch: 50 	 Validation Loss: 2.224761
Train Epoch: 50 	 Training Loss: 2.153723
Train Epoch: 50 	 Validation Loss: 2.077549
Train Epoch: 60 	 Training Loss: 2.171954
Train Epoch: 60 	 Validation Loss: 2.172901
Train Epoch: 60 	 Training Loss: 2.143109
Train Epoch: 60 	 Validation Loss: 2.067233
Train Epoch: 70 	 Training Loss: 2.141181
Train Epoch: 70 	 Validation Loss: 2.143611
Train Epoch: 70 	 Training Loss: 2.137868
Train Epoch: 70 	 Validation Loss: 2.061451
Train Epoch: 80 	 Training Loss: 2.128175
Train Epoch: 80 	 Validation Loss: 2.131532
Train Epoch: 80 	 Training Loss: 2.135509
Train Epoch: 80 	 Validation Loss: 2.058381
Train Epoch: 90 	 Training Loss: 2.124013
Train Epoch: 90 	 Validation Loss: 2.127806
Train Epoch: 90 	 Training Loss: 2.134575
Train Epoch: 90 	 Validation Loss: 2.056877
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 14.499789
Train Epoch: 0 	 Training Loss: 3.360410
Train Epoch: 0 	 Validation Loss: 3.127060
Train Epoch: 0 	 Validation Loss: 15.128668
Train Epoch: 10 	 Training Loss: 2.530391
Train Epoch: 10 	 Validation Loss: 2.449677
Train Epoch: 10 	 Training Loss: 7.755463
Train Epoch: 10 	 Validation Loss: 8.147219
Train Epoch: 20 	 Training Loss: 2.274658
Train Epoch: 20 	 Validation Loss: 2.246243
Train Epoch: 20 	 Training Loss: 5.162166
Train Epoch: 20 	 Validation Loss: 5.405738
Train Epoch: 30 	 Training Loss: 2.177502
