Number of cores: 152
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 5.083125
Train Epoch: 0 	 Validation Loss: 4.936791
Train Epoch: 0 	 Training Loss: 5.968867
Train Epoch: 0 	 Validation Loss: 5.720177
Train Epoch: 50 	 Training Loss: 2.197199
Train Epoch: 50 	 Validation Loss: 2.200282
Train Epoch: 50 	 Training Loss: 2.266982
Train Epoch: 50 	 Validation Loss: 2.247373
Train Epoch: 100 	 Training Loss: 2.083516
Train Epoch: 100 	 Validation Loss: 2.088668
Train Epoch: 100 	 Training Loss: 2.093492
Train Epoch: 100 	 Validation Loss: 2.075956
Train Epoch: 150 	 Training Loss: 2.070751
Train Epoch: 150 	 Validation Loss: 2.079137
Train Epoch: 150 	 Training Loss: 2.076577
Train Epoch: 150 	 Validation Loss: 2.058809
Train Epoch: 200 	 Training Loss: 2.068499
Train Epoch: 200 	 Validation Loss: 2.050873
Train Epoch: 200 	 Training Loss: 2.062930
Train Epoch: 200 	 Validation Loss: 2.075564
Train Epoch: 250 	 Training Loss: 2.062233
Train Epoch: 250 	 Validation Loss: 2.045130
Train Epoch: 250 	 Training Loss: 2.057022
Train Epoch: 250 	 Validation Loss: 2.073091
Train Epoch: 300 	 Training Loss: 2.057534
Train Epoch: 300 	 Validation Loss: 2.040716
Train Epoch: 300 	 Training Loss: 2.052771
Train Epoch: 300 	 Validation Loss: 2.071234
Train Epoch: 350 	 Training Loss: 2.054059
Train Epoch: 350 	 Validation Loss: 2.037339
Train Epoch: 350 	 Training Loss: 2.049800
Train Epoch: 350 	 Validation Loss: 2.069909
Train Epoch: 400 	 Training Loss: 2.051480
Train Epoch: 400 	 Validation Loss: 2.034785
Train Epoch: 400 	 Training Loss: 2.047749
Train Epoch: 400 	 Validation Loss: 2.069010
Train Epoch: 450 	 Training Loss: 2.049559
Train Epoch: 450 	 Validation Loss: 2.032870
Train Epoch: 450 	 Training Loss: 2.046338
Train Epoch: 450 	 Validation Loss: 2.068427
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 5.343236
Train Epoch: 0 	 Validation Loss: 5.098505
Train Epoch: 0 	 Training Loss: 6.374907
Train Epoch: 0 	 Validation Loss: 6.052448
Train Epoch: 50 	 Training Loss: 2.228218
Train Epoch: 50 	 Validation Loss: 2.212911
Train Epoch: 50 	 Training Loss: 2.304313
Train Epoch: 50 	 Validation Loss: 2.267298
Train Epoch: 100 	 Training Loss: 2.103585
Train Epoch: 100 	 Validation Loss: 2.102258
Train Epoch: 100 	 Training Loss: 2.108955
Train Epoch: 100 	 Validation Loss: 2.098555
Train Epoch: 150 	 Training Loss: 2.088806
Train Epoch: 150 	 Training Loss: 2.087869
Train Epoch: 150 	 Validation Loss: 2.084627
Train Epoch: 150 	 Validation Loss: 2.092438
Train Epoch: 200 	 Training Loss: 2.077064
Train Epoch: 200 	 Validation Loss: 2.078338
Train Epoch: 200 	 Training Loss: 2.079212
Train Epoch: 200 	 Validation Loss: 2.086784
Train Epoch: 250 	 Training Loss: 2.068118
Train Epoch: 250 	 Validation Loss: 2.073480
Train Epoch: 250 	 Training Loss: 2.071801
Train Epoch: 250 	 Validation Loss: 2.082318
Train Epoch: 300 	 Training Loss: 2.061252
Train Epoch: 300 	 Validation Loss: 2.070367
Train Epoch: 300 	 Training Loss: 2.066242
Train Epoch: 300 	 Validation Loss: 2.078931
Train Epoch: 350 	 Training Loss: 2.056224
Train Epoch: 350 	 Validation Loss: 2.068674
Train Epoch: 350 	 Training Loss: 2.062080
Train Epoch: 350 	 Validation Loss: 2.076429
Train Epoch: 400 	 Training Loss: 2.058948
Train Epoch: 400 	 Validation Loss: 2.074622
Train Epoch: 400 	 Training Loss: 2.052604
Train Epoch: 400 	 Validation Loss: 2.067941
Train Epoch: 450 	 Training Loss: 2.050015
Train Epoch: 450 	 Validation Loss: 2.067812
Train Epoch: 450 	 Training Loss: 2.056584
Train Epoch: 450 	 Validation Loss: 2.073354
Using device:  cpu
Using device:  cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 5.401495
Train Epoch: 0 	 Training Loss: 2.241494
Train Epoch: 0 	 Validation Loss: 2.388020
Train Epoch: 0 	 Validation Loss: 6.871360
Train Epoch: 50 	 Training Loss: 2.118689
Train Epoch: 50 	 Validation Loss: 2.264011
Train Epoch: 50 	 Training Loss: 2.264807
Train Epoch: 50 	 Validation Loss: 2.540742
Train Epoch: 100 	 Training Loss: 2.101776
Train Epoch: 100 	 Validation Loss: 2.252957
Train Epoch: 100 	 Training Loss: 2.128166
Train Epoch: 100 	 Validation Loss: 2.281792
Train Epoch: 150 	 Training Loss: 2.116915
