Number of cores: 152
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 7.357736
Train Epoch: 0 	 Training Loss: 3.035834
Train Epoch: 0 	 Validation Loss: 7.134899
Train Epoch: 0 	 Validation Loss: 2.783081
Train Epoch: 10 	 Training Loss: 2.579345
Train Epoch: 10 	 Validation Loss: 2.426066
Train Epoch: 10 	 Training Loss: 4.897025
Train Epoch: 10 	 Validation Loss: 4.787340
Train Epoch: 20 	 Training Loss: 2.405886
Train Epoch: 20 	 Validation Loss: 2.297861
Train Epoch: 20 	 Training Loss: 3.774522
Train Epoch: 20 	 Validation Loss: 3.708872
Train Epoch: 30 	 Training Loss: 2.334326
Train Epoch: 30 	 Validation Loss: 2.249265
Train Epoch: 30 	 Training Loss: 3.186765
Train Epoch: 30 	 Validation Loss: 3.142610
Train Epoch: 40 	 Training Loss: 2.301934
Train Epoch: 40 	 Validation Loss: 2.229447
Train Epoch: 40 	 Training Loss: 2.852433
Train Epoch: 40 	 Validation Loss: 2.820214
Train Epoch: 50 	 Training Loss: 2.284826
Train Epoch: 50 	 Validation Loss: 2.219515
Train Epoch: 50 	 Training Loss: 2.651792
Train Epoch: 50 	 Validation Loss: 2.626802
Train Epoch: 60 	 Training Loss: 2.273567
Train Epoch: 60 	 Validation Loss: 2.212464
Train Epoch: 60 	 Training Loss: 2.527026
Train Epoch: 60 	 Validation Loss: 2.506676
Train Epoch: 70 	 Training Loss: 2.264617
Train Epoch: 70 	 Validation Loss: 2.206084
Train Epoch: 70 	 Training Loss: 2.447508
Train Epoch: 70 	 Validation Loss: 2.430252
Train Epoch: 80 	 Training Loss: 2.256859
Train Epoch: 80 	 Validation Loss: 2.200045
Train Epoch: 80 	 Training Loss: 2.395825
Train Epoch: 80 	 Validation Loss: 2.380675
Train Epoch: 90 	 Training Loss: 2.250077
Train Epoch: 90 	 Validation Loss: 2.194598
Train Epoch: 90 	 Training Loss: 2.361525
Train Epoch: 90 	 Validation Loss: 2.347814
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.212616
Train Epoch: 0 	 Validation Loss: 3.266885
Train Epoch: 0 	 Training Loss: 8.105535
Train Epoch: 0 	 Validation Loss: 7.782435
Train Epoch: 10 	 Training Loss: 2.671655
Train Epoch: 10 	 Validation Loss: 2.727716
Train Epoch: 10 	 Training Loss: 5.377317
Train Epoch: 10 	 Validation Loss: 5.220107
Train Epoch: 20 	 Training Loss: 2.469523
Train Epoch: 20 	 Validation Loss: 2.521352
Train Epoch: 20 	 Training Loss: 4.101858
Train Epoch: 20 	 Validation Loss: 4.012631
Train Epoch: 30 	 Training Loss: 2.386358
Train Epoch: 30 	 Validation Loss: 2.434464
Train Epoch: 30 	 Training Loss: 3.423665
Train Epoch: 30 	 Validation Loss: 3.367450
Train Epoch: 40 	 Training Loss: 2.348846
Train Epoch: 40 	 Validation Loss: 2.394763
Train Epoch: 40 	 Training Loss: 3.032123
Train Epoch: 40 	 Validation Loss: 2.993989
Train Epoch: 50 	 Training Loss: 2.329037
Train Epoch: 50 	 Validation Loss: 2.374282
Train Epoch: 50 	 Training Loss: 2.793505
Train Epoch: 50 	 Validation Loss: 2.766147
Train Epoch: 60 	 Training Loss: 2.315732
Train Epoch: 60 	 Validation Loss: 2.361610
Train Epoch: 60 	 Training Loss: 2.642712
Train Epoch: 60 	 Validation Loss: 2.622181
Train Epoch: 70 	 Training Loss: 2.304629
Train Epoch: 70 	 Validation Loss: 2.352192
Train Epoch: 70 	 Training Loss: 2.545025
Train Epoch: 70 	 Validation Loss: 2.529012
Train Epoch: 80 	 Training Loss: 2.294344
Train Epoch: 80 	 Validation Loss: 2.344373
Train Epoch: 80 	 Training Loss: 2.480575
Train Epoch: 80 	 Validation Loss: 2.467649
Train Epoch: 90 	 Training Loss: 2.284645
Train Epoch: 90 	 Validation Loss: 2.337655
Train Epoch: 90 	 Training Loss: 2.437342
Train Epoch: 90 	 Validation Loss: 2.426569
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 9.374331
Train Epoch: 0 	 Validation Loss: 9.049520
Train Epoch: 0 	 Training Loss: 3.469338
Train Epoch: 0 	 Validation Loss: 3.393008
Train Epoch: 10 	 Training Loss: 6.081308
Train Epoch: 10 	 Validation Loss: 5.925494
Train Epoch: 10 	 Training Loss: 2.808100
Train Epoch: 10 	 Validation Loss: 2.778033
Train Epoch: 20 	 Training Loss: 4.549787
Train Epoch: 20 	 Validation Loss: 4.460964
Train Epoch: 20 	 Training Loss: 2.554182
Train Epoch: 20 	 Validation Loss: 2.540990
Train Epoch: 30 	 Training Loss: 3.732143
Train Epoch: 30 	 Validation Loss: 3.675687
Train Epoch: 30 	 Training Loss: 2.445559
Train Epoch: 30 	 Validation Loss: 2.439543
Train Epoch: 40 	 Training Loss: 3.256304
Train Epoch: 40 	 Validation Loss: 3.217600
Train Epoch: 40 	 Training Loss: 2.394241
Train Epoch: 40 	 Validation Loss: 2.391718
Train Epoch: 50 	 Training Loss: 2.963005
Train Epoch: 50 	 Training Loss: 2.366078
Train Epoch: 50 	 Validation Loss: 2.934936
Train Epoch: 50 	 Validation Loss: 2.365523
Train Epoch: 60 	 Training Loss: 2.774940
Train Epoch: 60 	 Validation Loss: 2.753661
Train Epoch: 60 	 Training Loss: 2.346776
Train Epoch: 60 	 Validation Loss: 2.347567
Train Epoch: 70 	 Training Loss: 2.330380
Train Epoch: 70 	 Training Loss: 2.650929
Train Epoch: 70 	 Validation Loss: 2.332314
Train Epoch: 70 	 Validation Loss: 2.634193
Train Epoch: 80 	 Training Loss: 2.314680
Train Epoch: 80 	 Validation Loss: 2.317755
Train Epoch: 80 	 Training Loss: 2.567407
