Number of cores: 152
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 3.187603
Train Epoch: 0 	 Training Loss: 6.912592
Train Epoch: 0 	 Validation Loss: 7.750668
Train Epoch: 0 	 Validation Loss: 3.085953
Train Epoch: 10 	 Training Loss: 4.528417
Train Epoch: 10 	 Validation Loss: 5.141015
Train Epoch: 10 	 Training Loss: 2.640754
Train Epoch: 10 	 Validation Loss: 2.604918
Train Epoch: 20 	 Training Loss: 3.480962
Train Epoch: 20 	 Validation Loss: 3.951041
Train Epoch: 20 	 Training Loss: 2.453715
Train Epoch: 20 	 Validation Loss: 2.441499
Train Epoch: 30 	 Training Loss: 2.947163
Train Epoch: 30 	 Validation Loss: 3.323016
Train Epoch: 30 	 Training Loss: 2.377044
Train Epoch: 30 	 Validation Loss: 2.376137
Train Epoch: 40 	 Training Loss: 2.649471
Train Epoch: 40 	 Validation Loss: 2.960278
Train Epoch: 40 	 Training Loss: 2.337424
Train Epoch: 40 	 Validation Loss: 2.343819
Train Epoch: 50 	 Training Loss: 2.474127
Train Epoch: 50 	 Validation Loss: 2.738386
Train Epoch: 50 	 Training Loss: 2.310248
Train Epoch: 50 	 Validation Loss: 2.322940
Train Epoch: 60 	 Training Loss: 2.367531
Train Epoch: 60 	 Validation Loss: 2.597564
Train Epoch: 60 	 Training Loss: 2.287568
Train Epoch: 60 	 Validation Loss: 2.306775
Train Epoch: 70 	 Training Loss: 2.301743
Train Epoch: 70 	 Validation Loss: 2.506128
Train Epoch: 70 	 Training Loss: 2.267596
Train Epoch: 70 	 Validation Loss: 2.293945
Train Epoch: 80 	 Training Loss: 2.261049
Train Epoch: 80 	 Validation Loss: 2.445986
Train Epoch: 80 	 Training Loss: 2.250573
Train Epoch: 80 	 Validation Loss: 2.284600
Train Epoch: 90 	 Training Loss: 2.236090
Train Epoch: 90 	 Validation Loss: 2.406212
Train Epoch: 90 	 Training Loss: 2.237010
Train Epoch: 90 	 Validation Loss: 2.278842
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 6.824637
Train Epoch: 0 	 Validation Loss: 7.061139
Train Epoch: 0 	 Training Loss: 9.266164
Train Epoch: 0 	 Validation Loss: 9.858802
Train Epoch: 10 	 Training Loss: 5.832423
Train Epoch: 10 	 Validation Loss: 6.202622
Train Epoch: 10 	 Training Loss: 4.556633
Train Epoch: 10 	 Validation Loss: 4.821667
Train Epoch: 20 	 Training Loss: 3.540325
Train Epoch: 20 	 Validation Loss: 3.777632
Train Epoch: 20 	 Training Loss: 4.299001
Train Epoch: 20 	 Validation Loss: 4.548787
Train Epoch: 30 	 Training Loss: 3.011606
Train Epoch: 30 	 Validation Loss: 3.216455
Train Epoch: 30 	 Training Loss: 3.502755
Train Epoch: 30 	 Validation Loss: 3.681085
Train Epoch: 40 	 Training Loss: 2.711483
Train Epoch: 40 	 Validation Loss: 2.888335
Train Epoch: 40 	 Training Loss: 3.048034
Train Epoch: 40 	 Validation Loss: 3.180935
Train Epoch: 50 	 Training Loss: 2.532034
Train Epoch: 50 	 Validation Loss: 2.686301
Train Epoch: 50 	 Training Loss: 2.771806
Train Epoch: 50 	 Validation Loss: 2.874207
Train Epoch: 60 	 Training Loss: 2.421548
Train Epoch: 60 	 Validation Loss: 2.557924
Train Epoch: 60 	 Training Loss: 2.597063
Train Epoch: 60 	 Validation Loss: 2.678077
Train Epoch: 70 	 Training Loss: 2.352634
Train Epoch: 70 	 Validation Loss: 2.474900
Train Epoch: 70 	 Training Loss: 2.483604
Train Epoch: 70 	 Validation Loss: 2.549087
Train Epoch: 80 	 Training Loss: 2.309650
Train Epoch: 80 	 Validation Loss: 2.420806
Train Epoch: 80 	 Training Loss: 2.408785
Train Epoch: 80 	 Validation Loss: 2.462657
Train Epoch: 90 	 Training Loss: 2.283145
Train Epoch: 90 	 Validation Loss: 2.385575
Train Epoch: 90 	 Training Loss: 2.359063
Train Epoch: 90 	 Validation Loss: 2.404037
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 9.324703
Train Epoch: 0 	 Training Loss: 6.835719
Train Epoch: 0 	 Validation Loss: 7.978773
Train Epoch: 0 	 Validation Loss: 5.906579
Train Epoch: 10 	 Training Loss: 5.821421
Train Epoch: 10 	 Validation Loss: 5.109203
Train Epoch: 10 	 Training Loss: 4.573461
Train Epoch: 10 	 Validation Loss: 4.018905
Train Epoch: 20 	 Training Loss: 4.277368
Train Epoch: 20 	 Validation Loss: 3.840290
Train Epoch: 20 	 Training Loss: 3.550132
Train Epoch: 20 	 Validation Loss: 3.174497
Train Epoch: 30 	 Training Loss: 3.480375
Train Epoch: 30 	 Validation Loss: 3.186772
Train Epoch: 30 	 Training Loss: 3.017176
Train Epoch: 30 	 Validation Loss: 2.741559
Train Epoch: 40 	 Training Loss: 3.027322
Train Epoch: 40 	 Validation Loss: 2.817705
Train Epoch: 40 	 Training Loss: 2.715193
Train Epoch: 40 	 Validation Loss: 2.501472
Train Epoch: 50 	 Training Loss: 2.753175
Train Epoch: 50 	 Validation Loss: 2.596800
Train Epoch: 50 	 Training Loss: 2.535243
Train Epoch: 50 	 Validation Loss: 2.362507
Train Epoch: 60 	 Training Loss: 2.580319
Train Epoch: 60 	 Validation Loss: 2.459715
Train Epoch: 60 	 Training Loss: 2.424936
Train Epoch: 60 	 Validation Loss: 2.280640
Train Epoch: 70 	 Training Loss: 2.468376
Train Epoch: 70 	 Validation Loss: 2.372894
Train Epoch: 70 	 Training Loss: 2.356486
Train Epoch: 70 	 Validation Loss: 2.232580
Train Epoch: 80 	 Training Loss: 2.394674
Train Epoch: 80 	 Validation Loss: 2.317460
Train Epoch: 80 	 Training Loss: 2.314040
Train Epoch: 80 	 Validation Loss: 2.205081
Train Epoch: 90 	 Training Loss: 2.345692
Train Epoch: 90 	 Validation Loss: 2.282148
Train Epoch: 90 	 Training Loss: 2.288035
Train Epoch: 90 	 Validation Loss: 2.190181
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 6.413715
Train Epoch: 0 	 Validation Loss: 6.316070
Train Epoch: 0 	 Training Loss: 9.214144
Train Epoch: 0 	 Validation Loss: 7.681408
Train Epoch: 10 	 Training Loss: 4.290762
Train Epoch: 10 	 Validation Loss: 4.251332
Train Epoch: 10 	 Training Loss: 5.733811
Train Epoch: 10 	 Validation Loss: 4.857027
Train Epoch: 20 	 Training Loss: 3.353592
Train Epoch: 20 	 Training Loss: 4.208105
Train Epoch: 20 	 Validation Loss: 3.331750
Train Epoch: 20 	 Validation Loss: 3.629491
Train Epoch: 30 	 Training Loss: 2.872840
Train Epoch: 30 	 Validation Loss: 2.858079
Train Epoch: 30 	 Training Loss: 3.424888
Train Epoch: 30 	 Validation Loss: 3.008071
Train Epoch: 40 	 Training Loss: 2.603987
Train Epoch: 40 	 Validation Loss: 2.592738
Train Epoch: 40 	 Training Loss: 2.981668
Train Epoch: 40 	 Validation Loss: 2.663099
Train Epoch: 50 	 Training Loss: 2.445876
Train Epoch: 50 	 Validation Loss: 2.436632
Train Epoch: 50 	 Training Loss: 2.714507
Train Epoch: 50 	 Validation Loss: 2.460296
Train Epoch: 60 	 Training Loss: 2.350347
Train Epoch: 60 	 Validation Loss: 2.342349
Train Epoch: 60 	 Training Loss: 2.546627
Train Epoch: 60 	 Validation Loss: 2.336885
Train Epoch: 70 	 Training Loss: 2.292043
Train Epoch: 70 	 Validation Loss: 2.284852
Train Epoch: 70 	 Training Loss: 2.438228
Train Epoch: 70 	 Validation Loss: 2.260419
Train Epoch: 80 	 Training Loss: 2.256586
Train Epoch: 80 	 Validation Loss: 2.249920
Train Epoch: 80 	 Training Loss: 2.367025
Train Epoch: 80 	 Validation Loss: 2.212793
Train Epoch: 90 	 Training Loss: 2.235359
Train Epoch: 90 	 Validation Loss: 2.229022
Train Epoch: 90 	 Training Loss: 2.319769
Train Epoch: 90 	 Validation Loss: 2.183288
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 6.730806
Train Epoch: 0 	 Validation Loss: 6.867743
Train Epoch: 0 	 Training Loss: 10.420221
Train Epoch: 0 	 Validation Loss: 8.161993
Train Epoch: 10 	 Training Loss: 6.379677
Train Epoch: 10 	 Validation Loss: 5.076984
Train Epoch: 10 	 Training Loss: 4.378398
Train Epoch: 10 	 Validation Loss: 4.546063
Train Epoch: 20 	 Training Loss: 3.363718
Train Epoch: 20 	 Validation Loss: 3.519533
Train Epoch: 20 	 Training Loss: 4.600366
Train Epoch: 20 	 Validation Loss: 3.737261
Train Epoch: 30 	 Training Loss: 2.854020
Train Epoch: 30 	 Validation Loss: 2.992300
Train Epoch: 30 	 Training Loss: 3.681676
Train Epoch: 30 	 Validation Loss: 3.059102
Train Epoch: 40 	 Training Loss: 2.573151
Train Epoch: 40 	 Validation Loss: 2.695570
Train Epoch: 40 	 Training Loss: 3.157930
Train Epoch: 40 	 Validation Loss: 2.682252
Train Epoch: 50 	 Training Loss: 2.409466
Train Epoch: 50 	 Validation Loss: 2.518830
Train Epoch: 50 	 Training Loss: 2.839144
Train Epoch: 50 	 Validation Loss: 2.460123
Train Epoch: 60 	 Training Loss: 2.310947
Train Epoch: 60 	 Validation Loss: 2.409868
Train Epoch: 60 	 Training Loss: 2.636246
Train Epoch: 60 	 Validation Loss: 2.324285
Train Epoch: 70 	 Training Loss: 2.250734
Train Epoch: 70 	 Validation Loss: 2.341397
Train Epoch: 70 	 Training Loss: 2.503026
Train Epoch: 70 	 Validation Loss: 2.239422
Train Epoch: 80 	 Training Loss: 2.213847
Train Epoch: 80 	 Validation Loss: 2.298039
Train Epoch: 80 	 Training Loss: 2.413591
Train Epoch: 80 	 Validation Loss: 2.185859
Train Epoch: 90 	 Training Loss: 2.191439
Train Epoch: 90 	 Validation Loss: 2.270619
Train Epoch: 90 	 Training Loss: 2.352529
Train Epoch: 90 	 Validation Loss: 2.151956
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 5.680532
Train Epoch: 0 	 Validation Loss: 5.749601
Train Epoch: 0 	 Training Loss: 8.283486
Train Epoch: 0 	 Validation Loss: 7.979649
Train Epoch: 10 	 Training Loss: 5.167543
Train Epoch: 10 	 Validation Loss: 5.007434
Train Epoch: 10 	 Training Loss: 3.824275
Train Epoch: 10 	 Validation Loss: 3.978151
Train Epoch: 20 	 Training Loss: 3.826760
Train Epoch: 20 	 Validation Loss: 3.722318
Train Epoch: 20 	 Training Loss: 3.031988
Train Epoch: 20 	 Validation Loss: 3.189911
Train Epoch: 30 	 Training Loss: 3.149232
Train Epoch: 30 	 Validation Loss: 3.072280
Train Epoch: 30 	 Training Loss: 2.637410
Train Epoch: 30 	 Validation Loss: 2.782973
Train Epoch: 40 	 Training Loss: 2.771550
Train Epoch: 40 	 Validation Loss: 2.710447
Train Epoch: 40 	 Training Loss: 2.423197
Train Epoch: 40 	 Validation Loss: 2.554455
Train Epoch: 50 	 Training Loss: 2.547358
Train Epoch: 50 	 Validation Loss: 2.496337
Train Epoch: 50 	 Training Loss: 2.301254
Train Epoch: 50 	 Validation Loss: 2.419757
Train Epoch: 60 	 Training Loss: 2.408733
Train Epoch: 60 	 Validation Loss: 2.364541
Train Epoch: 60 	 Training Loss: 2.230283
Train Epoch: 60 	 Validation Loss: 2.338248
Train Epoch: 70 	 Training Loss: 2.320740
Train Epoch: 70 	 Validation Loss: 2.281355
Train Epoch: 70 	 Training Loss: 2.188831
Train Epoch: 70 	 Validation Loss: 2.288377
Train Epoch: 80 	 Training Loss: 2.263965
Train Epoch: 80 	 Validation Loss: 2.228033
Train Epoch: 80 	 Training Loss: 2.164902
Train Epoch: 80 	 Validation Loss: 2.257871
Train Epoch: 90 	 Training Loss: 2.226960
Train Epoch: 90 	 Validation Loss: 2.193519
Train Epoch: 90 	 Training Loss: 2.151436
Train Epoch: 90 	 Validation Loss: 2.239377
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 7.023457
Train Epoch: 0 	 Validation Loss: 6.755228
Train Epoch: 0 	 Training Loss: 9.420959
Train Epoch: 0 	 Validation Loss: 8.873354
Train Epoch: 10 	 Training Loss: 5.925769
Train Epoch: 10 	 Training Loss: 4.749565
Train Epoch: 10 	 Validation Loss: 5.646210
Train Epoch: 10 	 Validation Loss: 4.583813
Train Epoch: 20 	 Training Loss: 4.367244
Train Epoch: 20 	 Validation Loss: 4.198890
Train Epoch: 20 	 Training Loss: 3.684141
Train Epoch: 20 	 Validation Loss: 3.569148
Train Epoch: 30 	 Training Loss: 3.118352
Train Epoch: 30 	 Validation Loss: 3.031787
Train Epoch: 30 	 Training Loss: 3.554433
Train Epoch: 30 	 Validation Loss: 3.443149
Train Epoch: 40 	 Training Loss: 2.792305
Train Epoch: 40 	 Validation Loss: 2.723614
Train Epoch: 40 	 Training Loss: 3.088643
Train Epoch: 40 	 Validation Loss: 3.010487
Train Epoch: 50 	 Training Loss: 2.594717
Train Epoch: 50 	 Validation Loss: 2.538101
Train Epoch: 50 	 Training Loss: 2.804878
Train Epoch: 50 	 Validation Loss: 2.747635
Train Epoch: 60 	 Training Loss: 2.471381
Train Epoch: 60 	 Validation Loss: 2.423307
Train Epoch: 60 	 Training Loss: 2.624885
Train Epoch: 60 	 Validation Loss: 2.581672
Train Epoch: 70 	 Training Loss: 2.393262
Train Epoch: 70 	 Validation Loss: 2.351416
Train Epoch: 70 	 Training Loss: 2.507687
Train Epoch: 70 	 Validation Loss: 2.474329
Train Epoch: 80 	 Training Loss: 2.343655
Train Epoch: 80 	 Validation Loss: 2.306434
Train Epoch: 80 	 Training Loss: 2.430136
Train Epoch: 80 	 Validation Loss: 2.403963
Train Epoch: 90 	 Training Loss: 2.312398
Train Epoch: 90 	 Validation Loss: 2.278646
Train Epoch: 90 	 Training Loss: 2.378362
Train Epoch: 90 	 Validation Loss: 2.357592
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 10.440399
Train Epoch: 0 	 Training Loss: 7.435204
Train Epoch: 0 	 Validation Loss: 12.959130
Train Epoch: 0 	 Validation Loss: 7.449676
Train Epoch: 10 	 Training Loss: 4.841038
Train Epoch: 10 	 Training Loss: 6.428354
Train Epoch: 10 	 Validation Loss: 8.068115
Train Epoch: 10 	 Validation Loss: 4.911928
Train Epoch: 20 	 Training Loss: 3.683192
Train Epoch: 20 	 Validation Loss: 3.760584
Train Epoch: 20 	 Training Loss: 4.649525
Train Epoch: 20 	 Validation Loss: 5.820622
Train Epoch: 30 	 Training Loss: 3.086030
Train Epoch: 30 	 Validation Loss: 3.158548
Train Epoch: 30 	 Training Loss: 3.724089
Train Epoch: 30 	 Validation Loss: 4.614362
Train Epoch: 40 	 Training Loss: 2.748926
Train Epoch: 40 	 Validation Loss: 2.814593
Train Epoch: 40 	 Training Loss: 3.193297
Train Epoch: 40 	 Validation Loss: 3.901135
Train Epoch: 50 	 Training Loss: 2.547567
Train Epoch: 50 	 Validation Loss: 2.606760
Train Epoch: 50 	 Training Loss: 2.868558
Train Epoch: 50 	 Validation Loss: 3.450865
Train Epoch: 60 	 Training Loss: 2.423063
Train Epoch: 60 	 Validation Loss: 2.476701
Train Epoch: 60 	 Training Loss: 2.660907
Train Epoch: 60 	 Validation Loss: 3.153150
Train Epoch: 70 	 Training Loss: 2.344603
Train Epoch: 70 	 Validation Loss: 2.393638
Train Epoch: 70 	 Training Loss: 2.523962
Train Epoch: 70 	 Validation Loss: 2.949576
Train Epoch: 80 	 Training Loss: 2.294801
Train Epoch: 80 	 Validation Loss: 2.340088
Train Epoch: 80 	 Training Loss: 2.431628
Train Epoch: 80 	 Validation Loss: 2.806853
Train Epoch: 90 	 Training Loss: 2.263263
Train Epoch: 90 	 Validation Loss: 2.305537
Train Epoch: 90 	 Training Loss: 2.368316
Train Epoch: 90 	 Validation Loss: 2.704863
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
Train Epoch: 0 	 Training Loss: 18488.735641
Train Epoch: 0 	 Validation Loss: 20095.018945
Train Epoch: 0 	 Training Loss: 17645.780020
Train Epoch: 0 	 Validation Loss: 22955.945703
Train Epoch: 10 	 Training Loss: 11523.550221
Train Epoch: 10 	 Validation Loss: 12600.569141
Train Epoch: 10 	 Training Loss: 11071.671748
Train Epoch: 10 	 Validation Loss: 14481.250586
Train Epoch: 20 	 Training Loss: 7869.546260
Train Epoch: 20 	 Validation Loss: 8636.784766
Train Epoch: 20 	 Training Loss: 7577.083514
Train Epoch: 20 	 Validation Loss: 9947.808594
Train Epoch: 30 	 Training Loss: 5701.528763
Train Epoch: 30 	 Validation Loss: 6273.086426
Train Epoch: 30 	 Training Loss: 5496.790609
Train Epoch: 30 	 Validation Loss: 7235.131055
Train Epoch: 40 	 Training Loss: 4304.649179
Train Epoch: 40 	 Validation Loss: 4744.691113
Train Epoch: 40 	 Training Loss: 4153.837683
Train Epoch: 40 	 Validation Loss: 5477.472949
Train Epoch: 50 	 Training Loss: 3349.339753
Train Epoch: 50 	 Validation Loss: 3696.668213
Train Epoch: 50 	 Training Loss: 3234.187667
Train Epoch: 50 	 Validation Loss: 4270.532031
Train Epoch: 60 	 Training Loss: 2665.996021
Train Epoch: 60 	 Validation Loss: 2945.478760
Train Epoch: 60 	 Training Loss: 2575.710305
Train Epoch: 60 	 Validation Loss: 3404.529443
Train Epoch: 70 	 Training Loss: 2159.845346
Train Epoch: 70 	 Validation Loss: 2388.181201
Train Epoch: 70 	 Training Loss: 2087.608543
Train Epoch: 70 	 Validation Loss: 2761.529932
Train Epoch: 80 	 Training Loss: 1774.403338
Train Epoch: 80 	 Validation Loss: 1963.239746
Train Epoch: 80 	 Training Loss: 1715.684471
Train Epoch: 80 	 Validation Loss: 2270.920728
Train Epoch: 90 	 Training Loss: 1474.228382
Train Epoch: 90 	 Validation Loss: 1631.952856
Train Epoch: 90 	 Training Loss: 1425.890263
Train Epoch: 90 	 Validation Loss: 1888.230566
Using device: cpu
Using device: cpu
Beginning training ...
Beginning training ...
